Account ID,Account Type,Branch,Customer Type,Account Balance,KYC Status,Last Transaction Date,Email Contact Attempt,SMS Contact Attempt,Phone Call Attempt,Maturity Date,Account Status
ACC0488,Savings/Call/Current,Al Ain,VIP,181265.39,Valid,2021-04-08,Yes,Yes,Yes,,Dormant
ACC0489,Investment,Sharjah,Retail,191376.5,Expired,2023-11-23,No,Yes,No,,Active
ACC0490,Safe Deposit,Fujairah,Corporate,201487.61,Valid,2021-05-16,Yes,No,No,,Dormant
ACC0491,Fixed Deposit,Dubai,VIP,211598.72,Valid,2021-10-28,No,No,Yes,10/28/2026,Dormant
ACC0492,Savings/Call/Current,Abu Dhabi,Youth,221709.83,Expired,2023-02-10,Yes,Yes,No,,Active
ACC0493,Investment,Al Ain,Corporate,231820.94,Valid,2021-06-03,No,Yes,Yes,,Dormant
ACC0494,Safe Deposit,Sharjah,Retail,241932.05,Expired,2021-07-19,Yes,No,No,,Dormant
ACC0495,Fixed Deposit,Fujairah,Youth,252043.16,Valid,2022-03-06,No,No,No,3/6/2027,Dormant
ACC0496,Savings/Call/Current,Dubai,VIP,262154.27,Valid,2021-08-11,Yes,Yes,No,,Dormant
ACC0497,Investment,Abu Dhabi,Corporate,272265.38,Expired,2021-12-28,No,Yes,Yes,,Dormant
ACC0498,Safe Deposit,Al Ain,Youth,282376.49,Valid,2021-09-16,Yes,No,No,,Dormant
ACC0499,Fixed Deposit,Sharjah,VIP,292487.6,Expired,2023-01-04,No,No,Yes,1/4/2027,Active
,,,,,,,,,,,Active
,,,,,,,,,,,Active
,,,,,=,,,,,,Active
FD1001,Fixed Deposit,Dubai,Retail,250000.0,Valid,2016-05-20,No,Yes,Yes,2021-05-20 00:00:00,Dormant
FD1002,Fixed Deposit,Sharjah,Corporate,400000.0,Expired,2016-07-15,Yes,No,No,2021-07-15 00:00:00,Dormant
FD1003,Fixed Deposit,Abu Dhabi,Retail,150000.0,Valid,2016-03-10,No,Yes,Yes,2021-03-10 00:00:00,Dormant
NEW_ACC_1000,Investment,Sharjah,Youth,167355.68,Expired,2017-12-22,No,Yes,No,,Dormant
NEW_ACC_1001,Investment,Dubai,Retail,419401.99,Expired,2017-08-17,No,Yes,No,,Dormant
NEW_ACC_1002,Fixed Deposit,Dubai,Youth,469778.3,Expired,2015-08-13,Yes,No,Yes,2020-08-11 00:00:00,Dormant
NEW_ACC_1003,Savings,Abu Dhabi,Youth,103135.73,Valid,2017-10-18,Yes,Yes,No,,Dormant
NEW_ACC_1004,Investment,Abu Dhabi,Youth,311416.46,Expired,2022-08-23,No,Yes,Yes,,Active
NEW_ACC_1005,Savings,Fujairah,Retail,402253.26,Expired,2022-10-25,Yes,No,Yes,,Active
NEW_ACC_1006,Investment,Ras Al Khaimah,Retail,472003.66,Valid,2020-12-01,No,Yes,No,,Dormant
NEW_ACC_1007,Savings,Dubai,Corporate,228603.95,Valid,2017-02-06,No,Yes,Yes,,Dormant
NEW_ACC_1008,Savings,Dubai,Youth,98559.7,Valid,2015-09-05,No,Yes,Yes,,Dormant
NEW_ACC_1009,Investment,Ras Al Khaimah,Youth,495821.85,Valid,2015-11-27,No,Yes,No,,Dormant
